id,name,rating,zip,lat,long,price
Xqk91WuhMeYS4pedccUYgA,Gazab,4.5,10002,40.72191,-73.98666,N/A
PdzL9svqapSqH4o8bF86Pw,Punjabi Grocery & Deli,4.5,10009,40.7227225423661,-73.9866224576721,$
til9hZedX5st86EamUudMA,Maharaja Sweets & Snacks,3.5,11372,40.74872,-73.89254,$
1ygF7_9FSHLdKimdiS8xeA,Shaheen Sweets,4.5,11423,40.7094341,-73.7756475,N/A
jf3JRaxUYU93x8LFU-8gkA,GupShup,4.0,10003,40.7368323318866,-73.9877132715179,$$$
x0k5kFArHLijdY8-NEQ7Xg,Bengal Tiger Indian Food,4.5,10019,40.763167,-73.977131,$$
zS4j95rR7PRdFdIfqD2Mmg,Omar's Fine Cuisine,5.0,11238,40.67966,-73.96834,N/A
GaxVczLK1qUuJHOP9VcFsQ,Ananda,4.0,10012,40.728724,-73.999147,$$
NVMdf02l1GuzzDb7ESI_qQ,Taste From Everest,4.5,10016,40.7422712,-73.9830327,$$
1KGvtMU7VBcdlvxo2brdQg,Clove Indian Restaurant & Bar,4.0,10031,40.8212624,-73.9506836,$$
-_LtKO0FdpINUMAWMfDOOQ,Al Naimat Restaurant & Sweets,4.0,11372,40.74882,-73.891538,$
zXUT68k11FQoOH-qCR25TQ,Kathiyawadi Kitchen,4.0,08872,40.454331,-74.367215,$$
RxlN-Q5U1J3LpK69VV9Xyw,Bengali Sweet corner,3.5,07306,40.7358435541391,-74.0664681047201,$
7DUPGtHqVZHJ3yIufbWLsg,Malai Marke Indian Cuisine,4.0,10003,40.726934,-73.98758,$$
zyQpS4QrYYB0VKXf7JPUlQ,Atithi Indian Cuisine,5.0,11249,40.714765,-73.961606,$$
NgD-6ogFGc_c4z5_Ur4k2g,Dhaba Indian Cuisine,3.5,10016,40.742364,-73.982813,$$
rpzgv0Y6fIT6RcBsxFsrSg,Paratha Wala,4.5,11375,40.71044,-73.84942,$$
z2VXX7wGl8XZ6_oo9W3koA,Patiala Indian Grill,4.5,10001,40.7534700430117,-73.99595067259492,$$
kS2CP48K66yL2TwIhUqy_A,Tamarind,4.0,10013,40.71909,-74.00892,$$$
Pv51B3SzP4OqUbJncEeF1g,Masala Grill,3.5,11217,40.68568,-73.98116,$$
AZXVhEWU2FAqI40b0ZvzfQ,Gourmet Sweets & Restaurant,3.5,11230,40.630652759417806,-73.96594110204256,$
7USPKYeaAfxl0Ch9j_1l7A,Moti Mahal Delux,4.0,10065,40.76213,-73.9605,$$
79tuTkX_lPft7hMxFVjENg,Mint Heights - Fort Greene,4.5,11205,40.693045,-73.971443,N/A
objNX6cuj1JyUijFjw21Qw,Bombay Bistro,4.5,10014,40.73136,-74.00253,$$
fCxjrytrEw_l9vGjSCzszg,Paisley,4.5,10013,40.722387,-74.0095662,N/A
iXSuNKKUBIrBX7zUerlQDQ,Benares,4.0,10007,40.71415,-74.009209,$$
Z_fT0KLZV3y80LHUMlmbig,Khiladi NYC,4.5,10009,40.727536,-73.97926,N/A
XgqIDfU6tKPUdRxRG5uDNw,Desi Deli Indian Restaurant,3.5,10019,40.76433,-73.99182,$
R7MDZP5G374JA1-kaR2CLw,Raja Sweets & Fast Food,4.0,11372,40.7489325,-73.8932727,$
raGF9jAO7JOiIbFQ2_bTAg,India at Time Square,4.5,10036,40.75941459798258,-73.99145881962656,$$
7rTl_d-dqlK5dGG31ogSBg,Nanking,4.0,11420,40.67484,-73.80398,$$
mwY89aQK7bedcOJfyJt9Nw,Dhabewala,4.5,06905,41.07198167,-73.54894,$$
FvnExtQHPfz_crDCBTQ1iQ,Mint Masala,4.0,10012,40.729513,-74.001138,$$
iXrKGRzIZK0pp31mO3nBzA,Spice & Grill,4.0,11205,40.6933894,-73.9679912,$$
qL5SIZRFDfNO-L_HLeuvPQ,Curry In Handi,4.5,11206,40.7023348786146,-73.9369236,N/A
GNPne4Il-itbn2sLbvMo1g,Angel Indian Restaurant,4.5,11372,40.7473069226623,-73.8912814123575,$$
CXGy1jTUVkDpA2-wJNujyQ,Namaste,4.0,11420,40.67459,-73.807,N/A
2DGTVgGGme6CoXFCgooqVw,Premium Sweets & Restaurant,4.5,10462,40.8359499,-73.85487,$$
t6PzD4uzBOfyCLcd_lT8cQ,Sathi,4.5,10003,40.73621,-73.98528,$$
LC5qKRk3zy7f1eTONkSd3A,Dhania Fine Indian Cuisine,4.5,11216,40.674467,-73.950531,$$
ByJBXa3HwPqw8eSPfDObkg,Mint Heights,4.5,11201,40.699657772028765,-73.99217437260721,N/A
_7BGw3YFNOTzP1Www3zB7g,Mughlai Grill,4.5,10002,40.7210905,-73.9840446,$$
HEs6llkn3wIP1ATXeIZQew,Pippali,4.0,10016,40.74233,-73.98331,$$
EKY8DwZVWpkgv6IWrepbWg,Namaste,4.5,11217,40.676687,-73.979965,$$
V2oWqXcoJkgGeIPOaS9eDA,Masala Times Greenwich Village,4.0,10012,40.7292728223798,-74.0015978515206,$$
IbrIwIZ8f3IU5bQUZrfOYg,Pariwaar Delights,4.0,07306,40.735473,-74.066203,$$
YDtIHtfvWd4W36wq6UAjoA,Kitchen Grill Indian Restaurant,4.5,11238,40.6827929,-73.9644377,$$
6NcU2JAznLr9dDHp6GgQyw,Doaba Deli,4.5,10025,40.7994,-73.9624,$
m9Q9x-Hcxp24gZCaTTJY-A,Sahib,4.0,10016,40.74232,-73.9830099,$$
yVvx0wKmBplFlMd9z10Ytw,Mithaas Jersey City,3.0,07306,40.7354965,-74.0648916,$$
